id_avaliacao;data;canal;regiao;loja;nota;categoria;texto_avaliacao;sentimento;tema_principal
AV0731;15/02/2023;loja_fisica;Sudeste;VLR-SP-02;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0732;16/11/2023;app;Centro-Oeste;VLR-MS-01;1;calcados;Estou sem o produto e sem devolução do dinheiro. Absurdo.;negativo;troca e devolução
AV0733;27/03/2024;loja_fisica;Nordeste;VLR-CE-02;3;vestuario;Esperava um tamanho M padrão mas veio maior do que o habitual.;neutro;tamanho e caimento
AV0734;15/04/2023;loja_fisica;Nordeste;VLR-MA-02;2;calcados;A qualidade não condiz com o valor cobrado. Produto muito frágil.;negativo;qualidade do produto
AV0735;25/06/2023;loja_fisica;Sul;VLR-SC-02;2;calcados;Entrega muito atrasada. Fui informada do atraso somente depois de reclamar.;negativo;entrega
AV0736;27/04/2024;site;Sul;VLR-PR-01;4;vestuario;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0737;29/08/2024;loja_fisica;Sudeste;VLR-SP-03;4;calcados;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0738;30/06/2024;loja_fisica;Centro-Oeste;VLR-DF-01;5;calcados;Nunca me decepcionei com a qualidade dos produtos da Valore. Sempre perfeito.;positivo;qualidade do produto
AV0739;14/11/2023;loja_fisica;Sul;VLR-RS-03;5;vestuario;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0740;08/01/2024;site;Nordeste;VLR-MA-02;2;vestuario;Fui mal atendida na loja. A vendedora foi grossa e pouco prestativa.;negativo;atendimento
AV0741;08/03/2023;site;Centro-Oeste;VLR-MT-01;5;vestuario;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0742;10/09/2024;app;Centro-Oeste;VLR-GO-03;5;calcados;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0743;27/10/2024;loja_fisica;Sul;VLR-PR-02;5;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0744;15/07/2024;app;Sul;VLR-SC-01;4;calcados;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0745;21/03/2024;loja_fisica;Sudeste;VLR-MG-02;3;vestuario;Demorou mais do que o prazo informado no site. Precisei acompanhar pelo SAC.;neutro;atendimento
AV0746;10/08/2024;loja_fisica;Nordeste;VLR-AL-01;5;acessorios;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0747;30/06/2023;app;Sul;VLR-PR-02;3;calcados;Entrega lenta. Fiquei uma semana além do prazo esperando.;neutro;entrega
AV0748;22/10/2024;app;Norte;VLR-AC-01;5;vestuario;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0749;01/01/2023;site;Nordeste;VLR-SE-01;5;calcados;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0750;30/07/2023;app;Sudeste;VLR-MG-02;3;vestuario;Entrega lenta. Fiquei uma semana além do prazo esperando.;neutro;entrega
AV0751;19/12/2023;site;Sul;VLR-RS-02;5;calcados;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0752;05/03/2023;app;Norte;VLR-PA-02;4;acessorios;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0753;16/10/2023;loja_fisica;Norte;VLR-RO-01;4;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0754;20/02/2024;app;Sudeste;VLR-RJ-01;3;calcados;Produto agradável, mas o acabamento poderia ser melhor.;neutro;qualidade do produto
AV0755;29/01/2024;loja_fisica;Sul;VLR-PR-03;2;vestuario;Troca solicitada e nada resolvido. Atendimento confuso.;negativo;atendimento
AV0756;15/03/2023;loja_fisica;Nordeste;VLR-BA-03;5;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0757;19/10/2024;app;Sudeste;VLR-SP-03;5;vestuario;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0758;19/07/2024;site;Sul;VLR-RS-03;4;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0759;31/08/2023;loja_fisica;Centro-Oeste;VLR-GO-01;4;calcados;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0760;22/12/2024;app;Sul;VLR-PR-01;1;calcados;Produto horrível. Desfiou logo na primeira semana de uso.;negativo;qualidade do produto
AV0761;23/06/2024;app;Sul;VLR-PR-03;5;calcados;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0762;07/10/2024;loja_fisica;Sul;VLR-PR-02;5;vestuario;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0763;12/01/2023;loja_fisica;Sul;VLR-RS-01;1;vestuario;Cancelamento negado mesmo dentro do prazo legal. Absurdo.;negativo;troca e devolução
AV0764;29/10/2023;site;Sul;VLR-RS-01;4;vestuario;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0765;31/07/2024;app;Norte;VLR-TO-01;4;calcados;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0766;01/10/2024;app;Sudeste;VLR-ES-01;4;acessorios;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0767;22/09/2024;loja_fisica;Sudeste;VLR-SP-05;4;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;atendimento
AV0768;04/06/2023;loja_fisica;Centro-Oeste;VLR-GO-02;2;acessorios;Ninguém me atendeu adequadamente na loja. Ambiente desorganizado.;negativo;atendimento
AV0769;24/06/2024;loja_fisica;Nordeste;VLR-PE-02;5;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0770;27/02/2024;site;Norte;VLR-PA-02;4;calcados;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0771;20/12/2023;app;Sudeste;VLR-MG-02;2;calcados;Entrega muito atrasada. Fui informada do atraso somente depois de reclamar.;negativo;entrega
AV0772;29/06/2024;loja_fisica;Norte;VLR-RR-01;4;vestuario;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0773;04/04/2024;app;Sudeste;VLR-RJ-02;2;vestuario;SAC demorou 4 dias para me responder e não resolveu meu problema.;negativo;atendimento
AV0774;28/06/2024;site;Centro-Oeste;VLR-GO-01;5;vestuario;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;qualidade do produto
AV0775;11/04/2023;site;Sul;VLR-RS-01;5;vestuario;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0776;25/08/2024;app;Sudeste;VLR-SP-04;4;calcados;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0777;19/11/2024;app;Centro-Oeste;VLR-GO-03;5;vestuario;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0778;18/10/2023;loja_fisica;Norte;VLR-RR-01;4;vestuario;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0779;15/10/2024;loja_fisica;Norte;VLR-AM-01;2;acessorios;Meu pedido chegou com 12 dias de atraso e sem nenhuma comunicação.;negativo;entrega
AV0780;13/12/2024;site;Norte;VLR-PA-02;2;acessorios;A qualidade não condiz com o valor cobrado. Produto muito frágil.;negativo;qualidade do produto
AV0781;11/10/2023;app;Centro-Oeste;VLR-DF-01;5;vestuario;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0782;07/12/2023;loja_fisica;Centro-Oeste;VLR-GO-01;1;vestuario;Estou sem o produto e sem devolução do dinheiro. Absurdo.;negativo;troca e devolução
AV0783;02/07/2023;loja_fisica;Centro-Oeste;VLR-GO-02;1;calcados;Tentei cancelar o pedido e fui completamente ignorada. Péssimo.;negativo;atendimento
AV0784;28/03/2024;app;Nordeste;VLR-MA-02;3;calcados;O produto chegou, mas demorou quase o dobro do prazo previsto.;negativo;entrega
AV0785;20/01/2023;loja_fisica;Norte;VLR-TO-01;4;calcados;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0786;04/12/2023;site;Norte;VLR-TO-01;5;vestuario;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0787;13/03/2023;app;Sul;VLR-RS-03;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0788;02/07/2024;loja_fisica;Norte;VLR-RR-01;5;vestuario;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0789;01/07/2024;loja_fisica;Centro-Oeste;VLR-DF-01;5;vestuario;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;qualidade do produto
AV0790;10/02/2023;site;Sudeste;VLR-SP-04;3;vestuario;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0791;03/01/2024;loja_fisica;Nordeste;VLR-BA-02;4;calcados;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0792;30/08/2024;app;Sudeste;VLR-SP-04;2;vestuario;Botão saiu na primeira semana. Acabamento muito ruim.;negativo;qualidade do produto
AV0793;05/04/2024;loja_fisica;Sudeste;VLR-SP-05;4;vestuario;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0794;05/08/2023;loja_fisica;Centro-Oeste;VLR-GO-01;5;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0795;25/05/2023;loja_fisica;Sul;VLR-PR-02;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0796;26/10/2024;app;Norte;VLR-MA-01;5;vestuario;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0797;12/04/2024;app;Nordeste;VLR-PB-01;5;calcados;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0798;22/09/2024;loja_fisica;Sul;VLR-PR-02;5;vestuario;Atendimento nota 10! A vendedora foi muito atenciosa e me ajudou a escolher o tamanho certo.;positivo;atendimento
AV0799;29/11/2023;loja_fisica;Nordeste;VLR-AL-01;5;calcados;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0800;30/08/2024;loja_fisica;Sul;VLR-SC-01;5;calcados;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0801;14/01/2024;loja_fisica;Norte;VLR-AC-01;2;vestuario;Botão saiu na primeira semana. Acabamento muito ruim.;negativo;qualidade do produto
AV0802;09/10/2024;site;Nordeste;VLR-BA-02;1;calcados;Atendimento horrível. Esperei 1 hora na fila sem nenhuma atenção.;negativo;atendimento
AV0803;02/04/2023;loja_fisica;Nordeste;VLR-BA-01;4;vestuario;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0804;06/04/2024;app;Sudeste;VLR-ES-01;2;vestuario;Fui mal atendida na loja. A vendedora foi grossa e pouco prestativa.;negativo;atendimento
AV0805;18/09/2024;app;Nordeste;VLR-BA-03;1;calcados;Estou sem o produto e sem devolução do dinheiro. Absurdo.;negativo;troca e devolução
AV0806;26/06/2024;loja_fisica;Centro-Oeste;VLR-GO-02;4;vestuario;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0807;03/10/2024;site;Centro-Oeste;VLR-MS-01;5;vestuario;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0808;13/06/2023;loja_fisica;Norte;VLR-RR-01;5;vestuario;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0809;09/04/2024;loja_fisica;Centro-Oeste;VLR-GO-03;4;calcados;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0810;29/04/2023;site;Norte;VLR-MA-01;2;vestuario;Prazo descumprido e o SAC não conseguiu me dar informações precisas.;negativo;entrega
AV0811;30/11/2023;app;Sudeste;VLR-SP-04;3;calcados;Produto ok, mas achei o preço um pouco salgado para o que é.;neutro;preço
AV0812;20/01/2024;loja_fisica;Centro-Oeste;VLR-MT-01;3;acessorios;Produto ok, mas achei o preço um pouco salgado para o que é.;neutro;preço
AV0813;16/09/2024;app;Sudeste;VLR-RJ-02;1;vestuario;Tentei cancelar o pedido e fui completamente ignorada. Péssimo.;negativo;atendimento
AV0814;04/10/2023;loja_fisica;Sudeste;VLR-SP-04;4;calcados;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0815;21/04/2024;loja_fisica;Nordeste;VLR-CE-02;4;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0816;15/10/2024;site;Nordeste;VLR-CE-02;2;calcados;O tecido desbotou com poucos usos. Não esperava isso pelo preço pago.;negativo;qualidade do produto
AV0817;18/04/2024;loja_fisica;Norte;VLR-AM-01;4;calcados;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0818;16/08/2023;app;Sudeste;VLR-RJ-01;3;vestuario;Produto ok, mas achei o preço um pouco salgado para o que é.;neutro;preço
AV0819;31/05/2024;site;Sudeste;VLR-RJ-03;1;calcados;Comprei online e o produto simplesmente desapareceu. Rastreamento parou.;negativo;entrega
AV0820;04/09/2023;loja_fisica;Sul;VLR-PR-02;5;vestuario;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0821;30/10/2023;app;Norte;VLR-AM-01;3;vestuario;Produto ok, mas achei o preço um pouco salgado para o que é.;neutro;preço
AV0822;20/08/2024;app;Norte;VLR-RR-01;3;acessorios;O caimento não ficou como na foto, mas o produto tem boa qualidade de material.;neutro;tamanho e caimento
AV0823;15/01/2024;site;Sudeste;VLR-RJ-02;5;vestuario;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0824;12/03/2024;loja_fisica;Norte;VLR-AP-01;5;vestuario;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0825;10/12/2023;app;Sul;VLR-PR-02;2;calcados;Não recebi no prazo e o rastreamento ficou parado por dias.;negativo;entrega
AV0826;11/02/2023;site;Centro-Oeste;VLR-GO-03;2;vestuario;Já enviei o produto para troca e ainda não tenho previsão de retorno.;negativo;troca e devolução
AV0827;29/07/2023;app;Nordeste;VLR-RN-01;5;calcados;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0828;17/08/2024;app;Nordeste;VLR-AL-01;4;acessorios;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0829;25/02/2023;loja_fisica;Centro-Oeste;VLR-DF-01;3;vestuario;Esperava um tamanho M padrão mas veio maior do que o habitual.;neutro;tamanho e caimento
AV0830;28/06/2024;app;Centro-Oeste;VLR-GO-01;4;vestuario;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0831;13/04/2024;loja_fisica;Sul;VLR-PR-02;5;vestuario;Produto de ótima qualidade, superou minhas expectativas!;positivo;qualidade do produto
AV0832;10/10/2023;site;Sudeste;VLR-SP-02;3;vestuario;Tive que trocar de tamanho. A numeração parece inconsistente entre os modelos.;neutro;tamanho e caimento
AV0833;02/03/2024;loja_fisica;Sudeste;VLR-ES-01;3;vestuario;Produto mediano. Para o preço cobrado, esperava mais acabamento.;neutro;qualidade do produto
AV0834;06/03/2023;loja_fisica;Centro-Oeste;VLR-GO-01;5;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0835;01/12/2023;app;Sul;VLR-RS-01;3;calcados;Comprei esperando mais. Não é ruim, mas também não encantou.;neutro;qualidade do produto
AV0836;10/11/2023;site;Sul;VLR-SC-02;4;calcados;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0837;01/06/2023;app;Nordeste;VLR-SE-01;5;calcados;Recebi em dois dias, muito mais rápido do que esperava. Ótimo serviço!;positivo;entrega
AV0838;20/10/2023;site;Sudeste;VLR-SP-03;4;calcados;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0839;27/03/2024;loja_fisica;Nordeste;VLR-CE-03;2;calcados;Já enviei o produto para troca e ainda não tenho previsão de retorno.;negativo;troca e devolução
AV0840;19/12/2023;loja_fisica;Nordeste;VLR-PI-01;5;vestuario;Atendimento excelente na loja. Voltarei com certeza!;positivo;atendimento
AV0841;26/01/2023;app;Sudeste;VLR-SP-05;2;vestuario;Ninguém me atendeu adequadamente na loja. Ambiente desorganizado.;negativo;atendimento
AV0842;13/07/2024;site;Nordeste;VLR-BA-03;5;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0843;01/08/2024;app;Centro-Oeste;VLR-MS-01;3;calcados;Produto agradável, mas o acabamento poderia ser melhor.;neutro;qualidade do produto
AV0844;30/04/2023;app;Norte;VLR-PA-02;5;calcados;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0845;26/02/2023;app;Sudeste;VLR-RJ-01;2;vestuario;O tecido desbotou com poucos usos. Não esperava isso pelo preço pago.;negativo;qualidade do produto
AV0846;31/03/2023;loja_fisica;Centro-Oeste;VLR-MT-01;2;calcados;Fui mal atendida na loja. A vendedora foi grossa e pouco prestativa.;negativo;atendimento
AV0847;05/01/2024;loja_fisica;Sudeste;VLR-SP-01;4;acessorios;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0848;12/11/2023;loja_fisica;Sudeste;VLR-SP-05;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0849;23/10/2023;loja_fisica;Norte;VLR-AC-01;5;calcados;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0850;07/11/2023;loja_fisica;Sudeste;VLR-SP-02;4;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0851;24/02/2024;loja_fisica;Centro-Oeste;VLR-MT-01;5;vestuario;Produto chegou no prazo e bem embalado. Exatamente como na foto.;positivo;entrega
AV0852;24/07/2023;app;Nordeste;VLR-SE-01;5;acessorios;A moça da loja foi incrível, paciente e me deu ótimas sugestões.;positivo;atendimento
AV0853;08/11/2023;app;Centro-Oeste;VLR-GO-03;1;calcados;Não consegui cancelar o pedido. O SAC é inoperante.;negativo;atendimento
AV0854;17/10/2024;loja_fisica;Sudeste;VLR-SP-03;5;vestuario;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0855;30/01/2023;loja_fisica;Centro-Oeste;VLR-DF-01;4;calcados;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0856;02/08/2024;site;Sudeste;VLR-RJ-01;1;calcados;Cancelamento negado mesmo dentro do prazo legal. Absurdo.;negativo;troca e devolução
AV0857;12/08/2024;site;Sudeste;VLR-RJ-01;5;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0858;19/05/2023;app;Nordeste;VLR-PE-02;2;acessorios;O processo de troca é muito lento e burocrático.;negativo;troca e devolução
AV0859;26/10/2023;loja_fisica;Norte;VLR-RO-01;4;vestuario;Produto premium com um acabamento impecável. Adorei!;positivo;qualidade do produto
AV0860;21/06/2023;site;Nordeste;VLR-BA-02;2;calcados;Já enviei o produto para troca e ainda não tenho previsão de retorno.;negativo;troca e devolução
AV0861;16/08/2024;loja_fisica;Centro-Oeste;VLR-GO-03;5;vestuario;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0862;16/06/2023;loja_fisica;Norte;VLR-RR-01;3;vestuario;Tive que trocar de tamanho. A numeração parece inconsistente entre os modelos.;neutro;tamanho e caimento
AV0863;20/09/2024;app;Nordeste;VLR-SE-01;5;acessorios;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0864;20/03/2023;app;Sul;VLR-RS-02;5;vestuario;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0865;28/03/2024;app;Norte;VLR-RO-01;3;vestuario;O produto chegou, mas demorou quase o dobro do prazo previsto.;neutro;entrega
AV0866;11/12/2024;loja_fisica;Centro-Oeste;VLR-GO-02;5;vestuario;Equipe super prestativa e simpática. Me senti muito bem atendida.;positivo;atendimento
AV0867;25/04/2023;loja_fisica;Centro-Oeste;VLR-GO-01;2;vestuario;Meu pedido chegou com 12 dias de atraso e sem nenhuma comunicação.;negativo;entrega
AV0868;06/11/2024;site;Sudeste;VLR-SP-02;1;vestuario;Fui ofendida por uma funcionária na loja. Inadmissível.;negativo;atendimento
AV0869;11/01/2023;loja_fisica;Sudeste;VLR-SP-02;3;vestuario;O produto é bonito mas o tamanho ficou um pouco diferente do que esperava. A modelagem é um pouco larga.;neutro;tamanho e caimento
AV0870;30/01/2023;loja_fisica;Sul;VLR-PR-03;5;calcados;Material excelente, muito bem acabado. Recomendo demais!;positivo;qualidade do produto
AV0871;19/09/2024;site;Centro-Oeste;VLR-GO-02;3;acessorios;Produto ok, mas achei o preço um pouco salgado para o que é.;neutro;preço
AV0872;16/07/2023;site;Norte;VLR-AP-01;5;vestuario;Entrega rápida e produto embalado com cuidado. Aprovadíssimo!;positivo;entrega
AV0873;25/12/2024;loja_fisica;Sul;VLR-SC-01;5;acessorios;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0874;30/12/2023;loja_fisica;Sul;VLR-PR-02;5;vestuario;Comprei durante a promoção e foi um excelente negócio.;positivo;preço
AV0875;07/05/2023;app;Nordeste;VLR-SE-01;3;acessorios;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0876;11/02/2023;loja_fisica;Sul;VLR-SC-02;5;calcados;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0877;04/12/2024;loja_fisica;Sudeste;VLR-MG-02;3;calcados;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0878;13/03/2023;loja_fisica;Sul;VLR-RS-02;5;vestuario;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0879;24/03/2024;loja_fisica;Nordeste;VLR-PI-01;5;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0880;22/06/2023;loja_fisica;Norte;VLR-PA-01;4;calcados;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0881;10/03/2024;loja_fisica;Nordeste;VLR-PE-01;4;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0882;13/11/2024;app;Sul;VLR-RS-02;5;vestuario;Escolhi pelo guia de medidas e ficou perfeito. Recomendo seguir a tabela.;positivo;tamanho e caimento
AV0883;14/09/2023;app;Sudeste;VLR-RJ-03;2;vestuario;Ninguém me atendeu adequadamente na loja. Ambiente desorganizado.;negativo;atendimento
AV0884;11/03/2023;app;Nordeste;VLR-BA-02;2;calcados;SAC demorou 4 dias para me responder e não resolveu meu problema.;negativo;atendimento
AV0885;28/09/2024;site;Norte;VLR-RO-01;3;vestuario;O produto é bonito mas o tamanho ficou um pouco diferente do que esperava. A modelagem é um pouco larga.;neutro;tamanho e caimento
AV0886;24/05/2024;site;Sul;VLR-SC-01;5;vestuario;Preço competitivo para a qualidade que entrega. Muito satisfeita!;positivo;preço
AV0887;02/02/2023;loja_fisica;Sul;VLR-PR-01;5;acessorios;Ótimo custo-benefício. Produto de qualidade a um preço justo.;positivo;preço
AV0888;03/02/2023;app;Sudeste;VLR-RJ-03;5;vestuario;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0889;03/02/2024;site;Centro-Oeste;VLR-MT-01;2;vestuario;Fui mal atendida na loja. A vendedora foi grossa e pouco prestativa.;negativo;atendimento
AV0890;10/06/2023;app;Sul;VLR-RS-03;4;vestuario;Nunca me decepcionei com a qualidade dos produtos da Valore. Sempre perfeito.;positivo;qualidade do produto
AV0891;19/10/2023;app;Centro-Oeste;VLR-MS-01;5;calcados;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0892;20/08/2024;app;Norte;VLR-RO-01;2;vestuario;Entrega muito atrasada. Fui informada do atraso somente depois de reclamar.;negativo;entrega
AV0893;27/02/2023;loja_fisica;Sudeste;VLR-RJ-01;3;vestuario;Gostei do produto mas esperava mais pelo valor que paguei.;neutro;preço
AV0894;09/11/2023;app;Nordeste;VLR-AL-01;4;vestuario;A qualidade do tecido é incrível, vale cada centavo.;positivo;qualidade do produto
AV0895;08/03/2024;loja_fisica;Nordeste;VLR-PE-02;3;calcados;Produto agradável, mas o acabamento poderia ser melhor.;neutro;qualidade do produto
AV0896;04/02/2024;app;Norte;VLR-RO-01;4;vestuario;Entrega dentro do prazo e rastreamento funcionou perfeitamente.;positivo;entrega
AV0897;29/05/2024;site;Norte;VLR-AM-01;2;vestuario;O processo de troca é muito lento e burocrático.;negativo;troca e devolução
AV0898;19/03/2023;loja_fisica;Sul;VLR-SC-01;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0899;20/08/2023;loja_fisica;Centro-Oeste;VLR-MS-01;3;vestuario;A numeração do calçado não bateu exatamente. Meu 38 usual ficou apertado.;neutro;tamanho e caimento
AV0900;03/08/2023;app;Norte;VLR-AP-01;3;vestuario;O produto chegou, mas demorou quase o dobro do prazo previsto.;neutro;entrega
AV0901;24/07/2023;app;Centro-Oeste;VLR-DF-01;3;vestuario;Produto agradável, mas o acabamento poderia ser melhor.;neutro;qualidade do produto
AV0902;20/01/2023;app;Centro-Oeste;VLR-MS-01;4;vestuario;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0903;15/10/2024;loja_fisica;Sudeste;VLR-RJ-03;5;vestuario;Tamanho exatamente como descrito. Ficou ótimo.;positivo;tamanho e caimento
AV0904;09/01/2024;site;Sudeste;VLR-SP-01;5;vestuario;Vale muito o preço. Produto durável e bonito.;positivo;preço
AV0905;25/02/2024;loja_fisica;Nordeste;VLR-CE-02;5;calcados;Chegou antes do prazo! Embalagem caprichada e produto em perfeito estado.;positivo;entrega
AV0906;20/09/2023;site;Nordeste;VLR-CE-02;3;calcados;Produto mediano. Para o preço cobrado, esperava mais acabamento.;neutro;qualidade do produto
AV0907;14/11/2023;loja_fisica;Nordeste;VLR-CE-01;3;calcados;Produto agradável, mas o acabamento poderia ser melhor.;neutro;qualidade do produto
AV0908;07/10/2023;site;Sul;VLR-PR-01;3;vestuario;Produto ok, mas achei o preço um pouco salgado para o que é.;neutro;preço
AV0909;13/02/2023;site;Centro-Oeste;VLR-MS-01;3;vestuario;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0910;21/02/2024;site;Norte;VLR-TO-01;1;acessorios;Produto horrível. Desfiou logo na primeira semana de uso.;negativo;qualidade do produto
AV0911;07/08/2024;site;Sudeste;VLR-SP-03;5;vestuario;Caiu certinho! A tabela de tamanhos é muito precisa.;positivo;tamanho e caimento
AV0912;03/04/2023;app;Sul;VLR-SC-02;4;vestuario;Fui muito bem atendida. A equipe conhece bem os produtos.;positivo;atendimento
AV0913;30/08/2023;site;Norte;VLR-AC-01;3;calcados;Qualidade ok mas não é tão boa quanto parece nas fotos.;neutro;qualidade do produto
AV0914;18/09/2023;loja_fisica;Nordeste;VLR-CE-02;3;vestuario;O caimento não ficou como na foto, mas o produto tem boa qualidade de material.;neutro;tamanho e caimento
